"","A","B","C","D","PROKKA","ko","D_shorthand","sample"
"166","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","glyceraldehyde 3-phosphate dehydrogenase","00024","K00134","GAPDH, gapA","H23O-S1"
"167","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","glyceraldehyde 3-phosphate dehydrogenase","00005","K00134","GAPDH, gapA","P2CDO-S6"
"168","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","phosphoglycerate kinase","00141","K00927","PGK, pgk","2010-115605-O_S76"
"169","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","phosphoglycerate kinase","00317","K00927","PGK, pgk","2010-115605-O_S76"
"170","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","phosphoglycerate kinase","00123","K00927","PGK, pgk","2010-378007-18092014_S17"
"171","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","phosphoglycerate kinase","00005","K00927","PGK, pgk","GH124-SMALL-CLEAR_S12"
"172","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","phosphoglycerate kinase","00023","K00927","PGK, pgk","H23O-S1"
"173","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","phosphoglycerate kinase","00004","K00927","PGK, pgk","P2CDO-S6"
"174","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","00113","K15633","gpmI","2010-378007-18092014_S17"
"175","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","enolase","00039","K01689","ENO, eno","2010-131105_S62"
"176","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","enolase","00295","K01689","ENO, eno","2010-378007-18092014_S17"
"177","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00069","K03737","por, nifJ","2010-115605-O_S76"
"178","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00152","K03737","por, nifJ","2010-378007-18092014_S17"
"179","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00063","K03737","por, nifJ","B124-Small-grey_S13"
"180","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha","00024","K00174","korA, oorA, oforA","2009-75775_S38"
"181","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha","00058","K00174","korA, oorA, oforA","2010-33561_S7"
"182","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","00025","K00175","korB, oorB, oforB","2009-75775_S38"
"183","Metabolism"," Carbohydrate metabolism","  00010 Glycolysis / Gluconeogenesis [PATH:ko00010]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","00059","K00175","korB, oorB, oforB","2010-33561_S7"
"184","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","00059","K00175","korB, oorB, oforB","2010-33561_S7"
"185","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","isocitrate dehydrogenase","00021","K00031","IDH1, IDH2, icd","2009-75775_S38"
"186","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","isocitrate dehydrogenase","00055","K00031","IDH1, IDH2, icd","2010-33561_S7"
"187","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha","00024","K00174","korA, oorA, oforA","2009-75775_S38"
"188","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha","00058","K00174","korA, oorA, oforA","2010-33561_S7"
"189","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","00025","K00175","korB, oorB, oforB","2009-75775_S38"
"190","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","00059","K00175","korB, oorB, oforB","2010-33561_S7"
"191","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","2-oxoglutarate ferredoxin oxidoreductase subunit gamma","00026","K00177","korC, oorC","2009-75775_S38"
"192","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","2-oxoglutarate ferredoxin oxidoreductase subunit gamma","00060","K00177","korC, oorC","2010-33561_S7"
"193","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","2-oxoglutarate ferredoxin oxidoreductase subunit delta","00023","K00176","korD, oorD","2009-75775_S38"
"194","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","2-oxoglutarate ferredoxin oxidoreductase subunit delta","00057","K00176","korD, oorD","2010-33561_S7"
"195","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","succinate dehydrogenase / fumarate reductase, flavoprotein subunit","00028","K00239","sdhA, frdA","2009-75775_S38"
"196","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","succinate dehydrogenase / fumarate reductase, flavoprotein subunit","00271","K00239","sdhA, frdA","2010-115605-O_S76"
"197","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","succinate dehydrogenase / fumarate reductase, iron-sulfur subunit","00029","K00240","sdhB, frdB","2009-75775_S38"
"198","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","succinate dehydrogenase / fumarate reductase, iron-sulfur subunit","00270","K00240","sdhB, frdB","2010-115605-O_S76"
"199","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","succinate dehydrogenase / fumarate reductase, cytochrome b subunit","00030","K00241","sdhC, frdC","2009-75775_S38"
"200","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","succinate dehydrogenase / fumarate reductase, cytochrome b subunit","00269","K00241","sdhC, frdC","2010-115605-O_S76"
"201","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","fumarate hydratase subunit alpha","00007","K01677","E4.2.1.2AA, fumA","2010-113332-F_S66"
"202","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","fumarate hydratase subunit beta","00006","K01678","E4.2.1.2AB, fumB","2010-113332-F_S66"
"203","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","malate dehydrogenase","00022","K00024","mdh","2009-75775_S38"
"204","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","malate dehydrogenase","00056","K00024","mdh","2010-33561_S7"
"205","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","malate dehydrogenase (quinone)","00132","K00116","mqo","2010-115605-O_S76"
"206","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","malate dehydrogenase (quinone)","00176","K00116","mqo","2010-115605-O_S76"
"207","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","malate dehydrogenase (quinone)","00128","K00116","mqo","2010-378007-18092014_S17"
"208","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00069","K03737","por, nifJ","2010-115605-O_S76"
"209","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00152","K03737","por, nifJ","2010-378007-18092014_S17"
"210","Metabolism"," Carbohydrate metabolism","  00020 Citrate cycle (TCA cycle) [PATH:ko00020]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00063","K03737","por, nifJ","B124-Small-grey_S13"
"211","Metabolism"," Carbohydrate metabolism","  00040 Pentose and glucuronate interconversions [PATH:ko00040]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00063","K03737","por, nifJ","B124-Small-grey_S13"
"212","Metabolism"," Carbohydrate metabolism","  00040 Pentose and glucuronate interconversions [PATH:ko00040]","pectate lyase","00078","K01728","pel","2010-115605-O_S76"
"213","Metabolism"," Carbohydrate metabolism","  00040 Pentose and glucuronate interconversions [PATH:ko00040]","pectate lyase","00079","K01728","pel","2010-115605-O_S76"
"214","Metabolism"," Carbohydrate metabolism","  00040 Pentose and glucuronate interconversions [PATH:ko00040]","UDPglucose 6-dehydrogenase","00182","K00012","UGDH, ugd","2010-115605-O_S76"
"215","Metabolism"," Carbohydrate metabolism","  00040 Pentose and glucuronate interconversions [PATH:ko00040]","UDPglucose 6-dehydrogenase","00232","K00012","UGDH, ugd","2010-378007-18092014_S17"
"216","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","UDPglucose 6-dehydrogenase","00232","K00012","UGDH, ugd","2010-378007-18092014_S17"
"217","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","mannose-1-phosphate guanylyltransferase","00046","K00971","manC, cpsB","2009-129008_S36"
"218","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","mannose-1-phosphate guanylyltransferase","00024","K00971","manC, cpsB","2009-86120_S59"
"219","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","mannose-1-phosphate guanylyltransferase","00079","K00971","manC, cpsB","H22O-S1"
"220","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","GDPmannose 4,6-dehydratase","00047","K01711","gmd, GMDS","2009-129008_S36"
"221","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","GDPmannose 4,6-dehydratase","00025","K01711","gmd, GMDS","2009-86120_S59"
"222","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","GDPmannose 4,6-dehydratase","00080","K01711","gmd, GMDS","H22O-S1"
"223","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","GDP-L-fucose synthase","00048","K02377","TSTA3, fcl","2009-129008_S36"
"224","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","GDP-L-fucose synthase","00026","K02377","TSTA3, fcl","2009-86120_S59"
"225","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","GDP-L-fucose synthase","00081","K02377","TSTA3, fcl","H22O-S1"
"226","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","triosephosphate isomerase (TIM)","00140","K01803","TPI, tpiA","2010-115605-O_S76"
"227","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","triosephosphate isomerase (TIM)","00316","K01803","TPI, tpiA","2010-115605-O_S76"
"228","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","triosephosphate isomerase (TIM)","00124","K01803","TPI, tpiA","2010-378007-18092014_S17"
"229","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","triosephosphate isomerase (TIM)","00004","K01803","TPI, tpiA","GH124-SMALL-CLEAR_S12"
"230","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","triosephosphate isomerase (TIM)","00022","K01803","TPI, tpiA","H23O-S1"
"231","Metabolism"," Carbohydrate metabolism","  00051 Fructose and mannose metabolism [PATH:ko00051]","triosephosphate isomerase (TIM)","00003","K01803","TPI, tpiA","P2CDO-S6"
"232","Metabolism"," Carbohydrate metabolism","  00052 Galactose metabolism [PATH:ko00052]","triosephosphate isomerase (TIM)","00003","K01803","TPI, tpiA","P2CDO-S6"
"233","Metabolism"," Carbohydrate metabolism","  00052 Galactose metabolism [PATH:ko00052]","UDP-glucose 4-epimerase","00181","K01784","galE, GALE","2010-115605-O_S76"
"234","Metabolism"," Carbohydrate metabolism","  00052 Galactose metabolism [PATH:ko00052]","UDP-glucose 4-epimerase","00231","K01784","galE, GALE","2010-378007-18092014_S17"
"235","Metabolism"," Carbohydrate metabolism","  00053 Ascorbate and aldarate metabolism [PATH:ko00053]","UDP-glucose 4-epimerase","00231","K01784","galE, GALE","2010-378007-18092014_S17"
"236","Metabolism"," Carbohydrate metabolism","  00053 Ascorbate and aldarate metabolism [PATH:ko00053]","UDPglucose 6-dehydrogenase","00182","K00012","UGDH, ugd","2010-115605-O_S76"
"237","Metabolism"," Carbohydrate metabolism","  00053 Ascorbate and aldarate metabolism [PATH:ko00053]","UDPglucose 6-dehydrogenase","00232","K00012","UGDH, ugd","2010-378007-18092014_S17"
"238","Metabolism"," Carbohydrate metabolism","  00500 Starch and sucrose metabolism [PATH:ko00500]","UDPglucose 6-dehydrogenase","00232","K00012","UGDH, ugd","2010-378007-18092014_S17"
"239","Metabolism"," Carbohydrate metabolism","  00500 Starch and sucrose metabolism [PATH:ko00500]","glucose-1-phosphate cytidylyltransferase","00049","K00978","rfbF","2009-129008_S36"
"240","Metabolism"," Carbohydrate metabolism","  00500 Starch and sucrose metabolism [PATH:ko00500]","glucose-1-phosphate cytidylyltransferase","00027","K00978","rfbF","2009-86120_S59"
"241","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","glucose-1-phosphate cytidylyltransferase","00027","K00978","rfbF","2009-86120_S59"
"242","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-GlcNAc3NAcA epimerase","00012","K13019","wbpI, wlbD","GH124-SMALL-CLEAR_S12"
"243","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-GlcNAc3NAcA epimerase","00029","K13019","wbpI, wlbD","H23O-S1"
"244","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-N-acetyl-D-galactosamine dehydrogenase","00234","K02474","wbpO","2010-378007-18092014_S17"
"245","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-N-acetylmuramate dehydrogenase","00036","K00075","murB","2010-131105_S62"
"246","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-N-acetylmuramate dehydrogenase","00346","K00075","murB","2010-378007-18092014_S17"
"247","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-N-acetylglucosamine 4,6-dehydratase","00137","K15894","pseB","2010-378007-18092014_S17"
"248","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing)","00036","K18429","legG, neuC2","H21O-S1"
"249","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing)","00179","K18429","legG, neuC2","H21O-S5"
"250","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","N,N'-diacetyllegionaminate synthase","00035","K18430","legI, neuB2","H21O-S1"
"251","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","N,N'-diacetyllegionaminate synthase","00178","K18430","legI, neuB2","H21O-S5"
"252","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDPglucose 6-dehydrogenase","00182","K00012","UGDH, ugd","2010-115605-O_S76"
"253","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDPglucose 6-dehydrogenase","00232","K00012","UGDH, ugd","2010-378007-18092014_S17"
"254","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-glucose 4-epimerase","00181","K01784","galE, GALE","2010-115605-O_S76"
"255","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-glucose 4-epimerase","00231","K01784","galE, GALE","2010-378007-18092014_S17"
"256","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-glucuronate 4-epimerase","00130","K08679","E5.1.3.6","2010-115605-O_S76"
"257","Metabolism"," Carbohydrate metabolism","  00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UDP-glucuronate 4-epimerase","00178","K08679","E5.1.3.6","2010-115605-O_S76"
